"Post ID","Page ID","Page name",Title,Description,"Duration (sec)","Publish time","Caption type",Permalink,"Is crosspost","Is share","Post type",Languages,"Custom labels","Funded content status","Data comment",Date,Views,Reach,"Reactions, Comments and Shares",Reactions,Comments,Shares,"Total clicks","Other Clicks","Matched Audience Targeting Consumption (Photo Click)","Link Clicks","Seconds viewed","Average Seconds viewed","Estimated earnings (USD)","Ad impressions","Ad CPM (USD)"
1021481960000852,100064171711579,"Impact Networking","From 8 websites to 1 seamless solution. 🌐⁠ ⁠ 33 Realty, a leader in Chicago’s real estate industry, faced the challenge of managing multiple sites for their business. Impact Managed Marketing stepped in to simplif","From 8 websites to 1 seamless solution. 🌐⁠
⁠
@[100063574272120:2048:33 Realty], a leader in Chicago’s real estate industry, faced the challenge of managing multiple sites for their business. Impact Managed Marketing stepped in to simplify their digital presence—streamlining 8 sites into 1 centralized hub. ✨💻⁠
⁠
But that’s not all! With our Managed Marketing team, we’ve helped elevate their brand and optimize their lead generation process, making it easier for clients to connect with 33 Realty as a one-stop resource for all their real estate needs.⁠
⁠
Curious how our Managed Marketing team can help your business thrive? Learn more at https://hubs.ly/Q030h00K0

#ManagedMarketing #MarketingServices #Marketing #ManagedServices",39,"01/02/2025 07:30",N/A,https://www.facebook.com/impactmybiz/videos/949461343294438/,0,0,Videos,,,,,Lifetime,371,320,4,3,0,1,4,4,,,1337.703,4.343,0,0,0
1085948756887505,100064171711579,"Impact Networking","Just because you rolled out new tech doesn't mean your employees know how to use it.

80% of companies think they're tech adoption pros, but 90% of employees say otherwise. 👀

So, what's the truth? 

Learn more from our Business Technology Adoption Report here
👉 https://tinyurl.com/4x3sdrxv

#Tech #DigitalTransformation #Innovation",,0,"03/27/2025 10:00",N/A,https://www.facebook.com/impactmybiz/posts/pfbid02wHje8q4tEUphWAR6JCpSajoQ22p9HhGc9AYatvZWHFo1ztVNfysYWt7iu7MAML3xl,0,0,Photos,,,,,Lifetime,475,245,6,4,1,1,2,1,1,,,,,,
1085019276980453,100064171711579,"Impact Networking","This is your sign to thank an IT support member. ❤️

When technology hits a roadblock, businesses are susceptible to pitfalls of disparate systems. More than annoyance, this can lead to inefficiencies in processes, wasted resources, and data isolation. 😥

Think of this as your cheat sheet to running smoother business operations
👉 https://tinyurl.com/3fy73enp

#Tech #DigitalTransformation #Checklist","This is your sign to thank an IT support member. ❤️

When technology hits a roadblock, businesses are susceptible to pitfalls of disparate systems. More than annoyance, this can lead to inefficiencies in processes, wasted resources, and data isolation. 😥

Think of this as your cheat sheet to running smoother business operations
👉 https://tinyurl.com/3fy73enp

#Tech #DigitalTransformation #Checklist",21,"03/26/2025 09:05",N/A,https://www.facebook.com/reel/669755675578760/,1,0,Reels,,,,,Lifetime,652,445,10,9,0,1,21,21,,,4430.663,8.95,0,0,
1083238067158574,100064171711579,"Impact Networking","A match made in (email) heaven! 💌✨

You deserve to open something in your inbox worth swooning over. ❤️ 
The Edge is just the newsletter for that!

It's your go-to for the latest business & tech insights without all the fluff. Just good reads, fresh trends, and the kind of emails you'll want to open.

Head to https://tinyurl.com/4suabncj and subscribe for newsletter & inbox goals!

#TechNewsletter #TechBlog #BusinessInsights",,0,"03/24/2025 10:01",N/A,https://www.facebook.com/impactmybiz/posts/pfbid02ymM7xaBcsv5P3PXEry9YLW8hSyTjwCEyoUroLHtJCGw3k8Mz65Aat97b8a8uAED6l,0,0,Photos,,,,,Lifetime,454,245,5,4,0,1,2,2,,,,,,,
1080776127404768,100064171711579,"Impact Networking","We believe that hard work should pay off! Each year, we celebrate our top-performing sales team members with an unforgettable trip, and this time, we took on the Swiss Alps! 🏔️✨

At Impact, One Team isn’t just a core value—it’s how we operate. We win together, we grow together, and these team members performers prove it every day.

Check out some of our memories! ❤️

Interested in a sales career at Impact? Check out our open positions at https://tinyurl.com/3tpkffb6

📸 credits: @Lucio Andrezzio",,0,"03/21/2025 11:45",N/A,https://www.facebook.com/impactmybiz/posts/pfbid02e8PsFiQw5HNB5DVjkieFD17dRbqpez8NTbAhQVvJP9ZbWTJp2T2dBRifob3cuFebl,0,0,Photos,,,,,Lifetime,3639,1460,145,131,9,5,665,288,363,14,,,,,
1079742344174813,100064171711579,"Impact Networking","With 65% of businesses experiencing cybersecurity incidents last year, and 43% of attacks targeting small businesses, cybersecurity is more important than ever.  

In this episode of Tech Trends, we explore how AI and social media are now on the list of cybercriminal platforms.  

Check out more about why cybersecurity is worth it: https://tinyurl.com/2xxzxrk8

#Cybersecurity #TechTrends","With 65% of businesses experiencing cybersecurity incidents last year, and 43% of attacks targeting small businesses, cybersecurity is more important than ever.  

In this episode of Tech Trends, we explore how AI and social media are now on the list of cybercriminal platforms.  

Check out more about why cybersecurity is worth it: https://tinyurl.com/2xxzxrk8

#Cybersecurity #TechTrends",75,"03/20/2025 10:25",N/A,https://www.facebook.com/reel/1159600908976991/,1,0,Reels,,,,,Lifetime,321,234,5,4,0,1,0,,,,768.231,2.621,0,0,
1078741347608246,100064171711579,"Impact Networking","🚨 TOMORROW IS THE DAY! 🚨

We’re sitting down with David Clark, Director of IT at The HFW Companies to talk about their major business technology adoption journey—what worked, what didn’t, and how they overcame the challenges.

If you’re rolling out new tech (or planning to), this is the conversation you can’t afford to miss.

It’s time to discuss what actually makes tech adoption successful!

Save your spot now!

👉 https://tinyurl.com/45yrsxr3

#Webinar #TechTrends #Tech",,0,"03/19/2025 08:00",N/A,https://www.facebook.com/impactmybiz/posts/pfbid08uTMbXptDCPSagT6w7C9eVn464qx2vQWSqpXNrFmLi1L7kKr6HqVqEdn3vGMhtkbl,0,0,Photos,,,,,Lifetime,793,367,11,9,0,2,3,3,,,,,,,
1078045891011125,100064171711579,"Impact Networking","At Impact, we bring energy to everything we do—because a workplace should be more than just meetings and deadlines. From team events to everyday office moments, we know that fun fuels success.

👀 Want to work somewhere that values both hard work and good vibes? Check out our open positions 

👉 https://tinyurl.com/253n2vxe

#Hiring #TechJobs #SalesJobs",,0,"03/18/2025 10:12",N/A,https://www.facebook.com/impactmybiz/posts/pfbid0e1QYDy1X65N4oyEgKR4kxheiYuFL26NfC1MMcrtdXUE8PQY8kGBUnkyP8zD2sywLl,0,0,Photos,,,,,Lifetime,987,499,23,20,3,0,165,49,110,6,,,,,
1074030564745991,100064171711579,"Impact Networking","AI shouldn't replace workers - it should help them work smarter!

Companies that successfully adopt AI see higher productivity, reduced inefficiencies, and smarter decision-making. But AI implementation isn't one-size-fits-all, it needs to be tailored to your unique business needs.

77% of companies are already using or exploring AI. The question is - how are you using it to your advantage? 👀💻

Check out how Impact is changing the AI game 👉 https://www.impactmybiz.com/digital-transformation/ai-consulting-solutions

#AI #AIStrategy #DigitalTransformation #TechTrends","AI shouldn't replace workers - it should help them work smarter!

Companies that successfully adopt AI see higher productivity, reduced inefficiencies, and smarter decision-making. But AI implementation isn't one-size-fits-all, it needs to be tailored to your unique business needs.

77% of companies are already using or exploring AI. The question is - how are you using it to your advantage? 👀💻

Check out how Impact is changing the AI game 👉 https://www.impactmybiz.com/digital-transformation/ai-consulting-solutions

#AI #AIStrategy #DigitalTransformation #TechTrends",77,"03/13/2025 11:53",N/A,https://www.facebook.com/reel/623890336943215/,1,0,Reels,,,,,Lifetime,169,168,2,2,0,0,2,2,,,544.547,3.513,0,0,
1073221168160264,100064171711579,"Impact Networking","Tech adoption isn’t just about implementing new tools – it’s about making sure employees can actually use them effectively. 

Too often, companies underestimate the human side of tech rollouts, leaving employees frustrated and struggling to keep up. 

Tune in March 20th at 1pm CST where we’re featuring one of our very own clients, David Clark, Director of IT at The HFW Companies, who’s successfully tackled a major tech transition.

We’ll discuss:  

✨ The biggest challenges in tech adoption
✨ Strategies that actually work 
✨ How to ensure employees feel empowered, not overwhelmed 

Save your spot now! 👉 https://tinyurl.com/5euexywr

#Webinar #TechAdoption #TechTrends",,0,"03/12/2025 12:44",N/A,https://www.facebook.com/impactmybiz/posts/pfbid032ExaM5fFgbaXJuTqmy2AwDCAkJ3XqfV5QLxDU5yWcZ6BhyuM1TYZ8kKBrb8W2Evfl,0,0,Photos,,,,,Lifetime,203,145,2,2,0,0,0,,,,,,,,
1072357118246669,100064171711579,"Impact Networking","Your tech adoption strategy should make work easier... not make employees feel like they need to 'sever' their work selves.

Check out our Business Technology Adoption Report here 👉 https://tinyurl.com/3e6bewbc",,0,"03/11/2025 11:51",N/A,https://www.facebook.com/impactmybiz/posts/pfbid02FwnqsKX9noYxdVgG6KgHF9v5ngJ9aLyAdW8326oe85WgE5W5D3xusFfW1d9MennWl,0,0,Photos,,,,,Lifetime,233,158,3,3,0,0,4,2,2,,,,,,
1068274901988224,100064171711579,"Impact Networking","Social media marketing isn't just about posting - it's about connecting. ❤️

The best social media strategies don't just push promotions; they take time to build relationships with their audience. Customers want to engage with real people, not a business. So how do you strike the right balance?
Brands that do it well see higher engagement, stronger loyalty, and more impact (no pun intended).

Take a look at our blog where we put together key strategies to help businesses use social media effectively 👉 https://tinyurl.com/mt5farvz

#SocialMediaTips #Marketing #MarketingTips","Social media marketing isn't just about posting - it's about connecting. ❤️

The best social media strategies don't just push promotions; they take time to build relationships with their audience. Customers want to engage with real people, not a business. So how do you strike the right balance?
Brands that do it well see higher engagement, stronger loyalty, and more impact (no pun intended).

Take a look at our blog where we put together key strategies to help businesses use social media effectively 👉 https://tinyurl.com/mt5farvz

#SocialMediaTips #Marketing #MarketingTips",61,"03/06/2025 08:30",N/A,https://www.facebook.com/reel/1353600979175506/,1,0,Reels,,,,,Lifetime,455,197,8,6,0,2,1,1,,,1561.459,3.903,0,0,
1067703432045371,100064171711579,"Impact Networking","👩‍💼 Women belong in every industry, every boardroom, and every leadership role.

At Impact, we don't just celebrate Women's History Month - we actively work to create a culture where women thrive and feel empowered year-round. Our Women at Impact ERG is dedicated to providing support, mentorship, and opportunities for growth, ensuring that women at all levels of the organization have the resources they need to lead and succeed. 💜

This month, we’re highlighting the women at Impact who are breaking barriers and making an impact every day.
Who’s a woman in your life or workplace that inspires you? Drop their name in the comments and let’s celebrate them together!

#WomensHistoryMonth #EmpoweredWomenEmpower #MakeAnImpact","👩‍💼 Women belong in every industry, every boardroom, and every leadership role.

At Impact, we don't just celebrate Women's History Month - we actively work to create a culture where women thrive and feel empowered year-round. Our Women at Impact ERG is dedicated to providing support, mentorship, and opportunities for growth, ensuring that women at all levels of the organization have the resources they need to lead and succeed. 💜

This month, we’re highlighting the women at Impact who are breaking barriers and making an impact every day.
Who’s a woman in your life or workplace that inspires you? Drop their name in the comments and let’s celebrate them together!

#WomensHistoryMonth #EmpoweredWomenEmpower #MakeAnImpact",56,"03/05/2025 15:23",N/A,https://www.facebook.com/reel/1877915652952019/,1,0,Reels,,,,,Lifetime,366,183,14,12,0,2,2,2,,,1979.256,6.51,0,0,
1062242209258160,100064171711579,"Impact Networking","Let’s be honest: adopting new technology is not as simple as clicking “next” on a software update. 🤷 It comes with challenges such as lengthy learning curves and productivity slip ups.

But here’s a tip: companies that simplify the process, prioritize training, and communicate how new tech benefits everyone aren’t only adopting new tech but future-proofing their teams! 🤝💻

Our Business Technology Adoption Report digs deep into these challenges, exploring real world insights and providing strategies to help businesses overcome them.

Download the full report for more insights that will help your business be ready for the future! ⬇️

https://tinyurl.com/3e6bewbc

#Innovation #BussinessTechnology #Technology #TechTrends",,0,"02/26/2025 16:00",N/A,https://www.facebook.com/impactmybiz/posts/pfbid023Np8DH2R5ojnNV1uhC9sfAMHtD4RQ7ParcWVa8biRqLZDGNTD1yY94YxCV3294tJl,0,0,Photos,,,,,Lifetime,540,306,4,2,0,2,1,1,,,,,,,
1060730269409354,100064171711579,"Impact Networking","80% of companies say they have a strong tech adoption strategy, yet 90% of employees struggle with actually using that technology. 👀😳 

Where’s the disconnect? More importantly, how can businesses close the gap between confidence and reality?  

Join us March 20th at 1pm CST for a webinar featuring Alex Abernathy, Consultant, Technology & Security at Impact; and David Clark, Director of IT at HFW Companies as they talk about the why behind bad tech rollouts and how businesses can make this process as pain-free as possible.

Save your spot now! 👉 https://tinyurl.com/mskf34ww

#Webinar #TechAdoption #TechTrends #Tech",,0,"02/24/2025 16:00",N/A,https://www.facebook.com/impactmybiz/posts/pfbid0DzkzhYdUX8fT9fpYPZquJYnbW9K7UvZKzw6s83B2cqLDPj1DG3GwnCjY7L9qNbHUl,0,0,Photos,,,,,Lifetime,1014,434,12,9,1,2,6,6,,,,,,,
1057778696371178,100064171711579,"Impact Networking","Smart cities use technology and IoT to connect systems such as traffic, waste, and infrastructure, making life more efficient and sustainable. Discover how current smart cities are leading the way in adapting real-time tech to improve urban life. 🚦🌆 

Follow us for more tech trends!

Check out these resources for more on Smart Cities:

https://www.ibm.com/topics/smart-city 
https://earth.org/top-7-smart-cities-in-the-world/ 
https://www.mckinsey.com/capabilities/operations/our-insights/smart-cities-digital-solutions-for-a-more-livable-future

#SmartCity, #IoT, #IoTProjects, #TechTrends","Smart cities use technology and IoT to connect systems such as traffic, waste, and infrastructure, making life more efficient and sustainable. Discover how current smart cities are leading the way in adapting real-time tech to improve urban life. 🚦🌆 

Follow us for more tech trends!

Check out these resources for more on Smart Cities:

https://www.ibm.com/topics/smart-city 
https://earth.org/top-7-smart-cities-in-the-world/ 
https://www.mckinsey.com/capabilities/operations/our-insights/smart-cities-digital-solutions-for-a-more-livable-future

#SmartCity, #IoT, #IoTProjects, #TechTrends",61,"02/20/2025 15:05",N/A,https://www.facebook.com/reel/1423060472411543/,1,0,Reels,,,,,Lifetime,435,215,25,18,6,1,5,5,,,2737.696,8.028,0,0,
1055363033279411,100064171711579,"Impact Networking","Imagine this: AI that adapts to you. Except, you don’t really have to imagine.

Listen in with a few of our AI experts, Jon Evans and Anna DeGiulio, as they explore how user-centric AI is putting people back in control.

See how AI can empower you to create, lead, and simplify! ⬇️

https://shorturl.at/EicCe 

#AI #Innovation #GenAI #TechTrends","Imagine this: AI that adapts to you. Except, you don’t really have to imagine.

Listen in with a few of our AI experts, Jon Evans and Anna DeGiulio, as they explore how user-centric AI is putting people back in control.

See how AI can empower you to create, lead, and simplify! ⬇️

https://shorturl.at/EicCe 

#AI #Innovation #GenAI #TechTrends",37,"02/17/2025 15:03",N/A,https://www.facebook.com/reel/455693920844183/,1,0,Reels,,,,,Lifetime,603,207,10,7,1,2,1,1,,,1724.604,3.342,0,0,
1052161513599563,100064171711579,"Impact Networking","Turns out, most people are ready to embrace new tech – especially when training programs and support are on point. 💻✨

4 out of 5 employees feel comfortable adopting new #tech but what about the other 20%? 👀

Our Business Technology Adoption Report explores how training, resources, and communication can turn hesitation into confidence. ⬇️

https://info.impactmybiz.com/business-technology-adoption-report

#Innovation #BusinessTechnology #Technology #TechTrends","Turns out, most people are ready to embrace new tech – especially when training programs and support are on point. 💻✨

4 out of 5 employees feel comfortable adopting new #tech but what about the other 20%? 👀

Our Business Technology Adoption Report explores how training, resources, and communication can turn hesitation into confidence. ⬇️

https://info.impactmybiz.com/business-technology-adoption-report

#Innovation #BusinessTechnology #Technology #TechTrends",64,"02/13/2025 13:54",N/A,https://www.facebook.com/reel/1368484774317830/,1,0,Reels,,,,,Lifetime,315,232,7,6,0,1,3,3,,,1962.325,7.084,0,0,
1050712187077829,100064171711579,"Impact Networking","We like to have fun around here! Especially when it comes to creating our organic social media content. ✨🤳

Organic social media = authentic connections

By sharing that unpaid content, you’re able to establish a brand’s voice and engage with your community on a personal level.

Discover how to harness the power of organic strategies at https://tinyurl.com/4x8495er

#SocialMediaTips #MarketingIdeas #Marketing #ManagedMarketing","We like to have fun around here! Especially when it comes to creating our organic social media content. ✨🤳

Organic social media = authentic connections

By sharing that unpaid content, you’re able to establish a brand’s voice and engage with your community on a personal level.

Discover how to harness the power of organic strategies at https://tinyurl.com/4x8495er

#SocialMediaTips #MarketingIdeas #Marketing #ManagedMarketing",8,"02/11/2025 13:17",N/A,https://www.facebook.com/reel/1845237796245692/,1,0,Reels,,,,,Lifetime,567,290,10,9,0,1,16,15,,1,2173.539,5.488,0,0,
1049931210489260,100064171711579,"Impact Networking","There’s no worse feeling than realizing one of your accounts might be compromised. But did you know that if you use multi-factor authentication, you can increase the security of your accounts a ton?  

Follow the tips in our blog to see the strongest types of MFA and how to use them 👉 https://tinyurl.com/2r697zfj

#CyberTips #MFA #Cybersecurity","There’s no worse feeling than realizing one of your accounts might be compromised. But did you know that if you use multi-factor authentication, you can increase the security of your accounts a ton?  

Follow the tips in our blog to see the strongest types of MFA and how to use them 👉 https://tinyurl.com/2r697zfj

#CyberTips #MFA #Cybersecurity",72,"02/10/2025 10:02",N/A,https://www.facebook.com/reel/975945680582301/,1,0,Reels,,,,,Lifetime,286,158,3,2,0,1,0,,,,1766.227,7.036,0,0,
1046332694182445,100064171711579,"Impact Networking","Celebrating Black History Month","To celebrate and honor Black History Month we’re highlighting our BIPOC Employee Resource Group (ERG). ❤️✨ 

At Impact, amplifying employee voices is a top priority. One of the ways we accomplish this is by establishing ERGs. These resource groups not only allow for a sense of belonging, but improve employee engagement, retention, and career development. 🌟 

Hear from some of our members of our BIPOC ERG about their experiences at Impact and the importance of celebrating Black History Month.

Interested in learning more about our DEI practices? Head to https://tinyurl.com/5hf54put to see how we celebrate diversity.  

#DEI #BlackHistoryMonth #ERG #EmployeeEngagement #CareerDevelopment",153,"02/06/2025 16:00",N/A,https://www.facebook.com/impactmybiz/videos/570245172663084/,0,0,Videos,,,,,Lifetime,167,162,1,1,0,0,0,,,,763.598,4.958,0,0,0
1044841317664916,100064171711579,"Impact Networking","Diversity and inclusion practices, commonly known as DEI, are a set of values and practices that ensure everyone within a company is treated fairly with equal opportunities. 

Upholding a DEI policy not only has a positive effect on employees, but clients and consumers, too. With a new, younger crowd over taking the buyer market, many of them choose to work for or buy from companies that align with their values. 🤝🌟 

At Impact, we celebrate not only our employees, but clients and community as well. We foster an environment where employees can come together to bring ideas to life. ✨ 

Head to https://hubs.ly/Q034YsqP0 to see benefits to creating an inclusive office. 

#DEI #Diversity #Inclusion #EmployeeEngagement",,0,"02/03/2025 08:30",N/A,https://www.facebook.com/impactmybiz/posts/pfbid03RYZgoS3Zn6WMXa7JpRTizog4Mi8GXmgRnj9hUzzHVDpDzwCKZvKuEecST4i3DQ4l,0,0,Photos,,,,,Lifetime,695,434,13,10,2,1,30,23,7,,,,,,
1041908164624898,100064171711579,"Impact Networking","Starting this year, #CMMC 2.0 will be required for businesses working with the Department of Defense. Not complying could cost your business up to $1M per violation – definitely not how you want to kick off 2025. 😬 The updated Cybersecurity Maturity","Starting this year, #CMMC 2.0 will be required for businesses working with the Department of Defense. Not complying could cost your business up to $1M per violation – definitely not how you want to kick off 2025. 😬 

The updated Cybersecurity Maturity Model Certification (CMMC 2.0) makes compliance simpler by reducing levels from five to three and offering smaller businesses the option to self-assess. It’s easier, more accessible, and still ensures strong protection for sensitive defense data. 🛡️✨ 

Whether you work with the DoD or just want to strengthen your security practices, CMMC compliance is your shield against cyber threats and costly risks. 

Head to https://hubs.ly/Q033-_Q00 to learn more about CMMC compliance. 

#CMMC #Cybersecurity #CyberTips",48,"01/30/2025 06:56",N/A,https://www.facebook.com/impactmybiz/videos/1858948694933452/,0,0,Videos,,,,,Lifetime,197,179,1,1,0,0,2,2,,,791.151,4.653,0,0,0
1040550674760647,100064171711579,"Impact Networking","Our Austin office is proud to support the Central Texas Public Safety Commission in their effort to make a tough moment a little easier for kids.
 
With our donation, teddy bears will be stocked in Austin ambulances to provide comfort to children during emergencies.
 
Read more about this amazing initiative 👉 ",,0,"01/28/2025 08:43",N/A,https://www.facebook.com/impactmybiz/posts/pfbid02GLcgsgG3pUXdvYcdUr21MVA72ySQBTVi3PGUmth9tnXoSPmkwHB4FqyajintgeDLl,0,0,Links,,,,,Lifetime,1110,623,18,12,4,2,8,5,,3,,,,,
1039936344822080,100064171711579,"Impact Networking","See how Ava balances creativity and strategy as she manages social media at Impact’s Chicago office. 🏙️✨ Get a firsthand look at the mix of creativity and data-driven decisions that shape our digital presence. From planning to execution, take a l","See how Ava balances creativity and strategy as she manages social media at Impact’s Chicago office. 🏙️✨  

Get a firsthand look at the mix of creativity and data-driven decisions that shape our digital presence. 

From planning to execution, take a look at her daily routine. 

Interested in joining the team? Head to https://hubs.ly/Q033Z8Fd0 and submit your application! 

#DayInTheLife #WorkLife #OfficeTrends #SocialMedia",45,"01/27/2025 12:00",N/A,https://www.facebook.com/impactmybiz/videos/1123838816100592/,0,0,Videos,,,,,Lifetime,463,372,6,6,0,0,13,12,,1,3740.51,9.715,0,0,0
1039795278169520,100064171711579,"Impact Networking","🎉 Congrats to Carlos Rodríguez, one of our Production Service Technicians out of California, for being highlighted in KONICA MINOLTA, INC. newsletter as Tech of the Month!

His ability to promptly and effectively resolve issues in a single visit has greatly enhanced Impact's service efficiency.

Thank you to Konica for highlighting Carlos' incredible work and thank you Carlos for always making an Impact! ✨

#MakeAnImpact #CustomerService #EmployeeAppreciation",,0,"01/27/2025 07:30",N/A,https://www.facebook.com/impactmybiz/posts/pfbid034YCFw6oCTQHvViekD5bytDtYAyRAeCkMS2hnFeykBwdu8j3N6tTQtpu7DVr3vYmwl,0,0,Photos,,,,,Lifetime,817,423,14,13,0,1,5,4,1,,,,,,
1037535568395491,100064171711579,"Impact Networking","Earlier this month, we kicked off 2025 in beautiful Puerto Vallarta, MX! ☀️🌊

Take a look at some of the unforgettable moments from our All Company Meeting and Welcome Dinner! 🌟 From the West Coast to the Midwest, all our branches came together to celebrate our 2024 achievements and gear up for an exciting year ahead. 💪✨

Employees! Drop your favorite memories below. 👇

#OneTeam #MakeAnImpact",,0,"01/24/2025 11:10",N/A,https://www.facebook.com/impactmybiz/posts/pfbid02A81CrU8ELzGYWn3gT2VUkGAy1CxKmL7woYrcWCh7qHqyCHW48Zf8myRhYR5JiH1bl,0,0,Photos,,,,,Lifetime,2266,872,66,58,6,2,313,118,195,,,,,,
1036692238479824,100064171711579,"Impact Networking","Can one team really do it all? The short answer: no.  

🔧 IT keeps your business running smoothly. 
🛡️ Cybersecurity protects it from ever-evolving threats. 

When these roles are treated as one, vulnerabilities grow, responses slow, and risks increase.  Separating IT and cybersecurity creates focus, accountability, and stronger results. 

What’s your take? Let us know below! ⬇️ 

While you’re at it, check out our webinar that breaks down the differences more in-depth 👉 https://hubs.ly/Q0332RWN0  

#Cybersecurity #IT #CyberTips #Tech #Innovation",,0,"01/23/2025 07:30",N/A,https://www.facebook.com/impactmybiz/posts/pfbid026k5efeVT1b85py4bHUAK2i3wGrG5NBrMNmMLWPXJzAQJYaqfEqMf2GvDXLvJusb3l,0,0,Photos,,,,,Lifetime,321,192,1,1,0,0,6,3,3,,,,,,
1036190215196693,100064171711579,"Impact Networking","Adding additional monitors to your setup can skyrocket your productivity (or give you extra space to check Threads or watch movies), but setting it up can be complex and a lot can go wrong. Setting up dual monitors doesn’t have to be complicated. Check","Adding additional monitors to your setup can skyrocket your productivity (or give you extra space to check Threads or watch movies), but setting it up can be complex and a lot can go wrong.

Setting up dual monitors doesn’t have to be complicated. Check out our YouTube video for all the tips you need to get it done on both Mac and Windows!

Watch the full video 👉 https://hubs.ly/Q033D_Bp0

#TechTips #Productivity",67,"01/22/2025 15:28",N/A,https://www.facebook.com/impactmybiz/videos/3891374677747821/,0,0,Videos,,,,,Lifetime,393,275,35,29,5,1,16,16,,,3714.458,11.29,0,0,0
1031595905656124,100064171711579,"Impact Networking","Planes ✈️, trains 🚝, and automobiles 🚗... but make it futuristic! Public transit is evolving faster than ever! Whether it's for convenience, sustainability, or the thrill of trying something new, the future of mobility is here. Looking to stay o","Planes ✈️, trains 🚝, and automobiles 🚗... but make it futuristic! 

Public transit is evolving faster than ever! Whether it's for convenience, sustainability, or the thrill of trying something new, the future of mobility is here.

Looking to stay on top of the latest tech trends? Head to our profile and tap the follow button. You won't regret it. 😉

#TechTrends #PublicTransit #Waymo #SelfDrivingCars #Innovation #Sustainability",66,"01/16/2025 07:03",N/A,https://www.facebook.com/impactmybiz/videos/2017918515319875/,0,0,Videos,,,,,Lifetime,197,188,0,0,0,0,0,,,,664.549,3.754,0,0,0
1030263342456047,100064171711579,"Impact Networking","🎯 Analytics dashboard showing negative ROI? Time to rethink your marketing strategy! Our Managed Marketing team puts you in the spotlight, making sure you get the results that matter - like driving leads, increasing conversions, and increasing ROI.","🎯 Analytics dashboard showing negative ROI? Time to rethink your marketing strategy! 

Our Managed Marketing team puts you in the spotlight, making sure you get the results that matter - like driving leads, increasing conversions, and increasing ROI. 😉

Explore how Impact can transform your campaigns at https://hubs.ly/Q032tDmK0

#ManagedMarketing #MarketingTips #MarketingStrategy",9,"01/14/2025 09:00",N/A,https://www.facebook.com/impactmybiz/videos/478015055038943/,0,0,Videos,,,,,Lifetime,204,173,0,0,0,0,1,1,,,552.046,3.325,0,0,0
1029730645842650,100064171711579,"Impact Networking","Greetings from The Windy City! 🏙️🌬️ At Impact, great careers come with even better views! Our Chicago office is more than a workplace – it’s a space to grow, connect, and soak up the energy of downtown. Ready to take your career to new heigh","Greetings from The Windy City! 🏙️🌬️ 

At Impact, great careers come with even better views! Our Chicago office is more than a workplace – it’s a space to grow, connect, and soak up the energy of downtown. 

Ready to take your career to new heights this year? 🚀 Head to https://hubs.ly/Q032p5s-0 and submit your application!

#ChicagoCareers #WeAreHiring #LifeAtImpact #ChicagoJobs",15,"01/13/2025 15:32",N/A,https://www.facebook.com/impactmybiz/videos/607637691629742/,0,0,Videos,,,,,Lifetime,333,272,7,7,0,0,3,3,,,1308.1,4.774,0,0,0
1025851026230612,100064171711579,"Impact Networking","‼️OUR BUSINESS TECHNOLOGY ADOPTION REPORT IS LIVE‼️ 

From overcoming compatibility struggles to seeing which departments led the charge in tech adoption, this report dives into how businesses are using tech to grow, adapt, and thrive. 

Spoiler: Tech isn’t a “nice-to-have” anymore—it’s the key to long-term success. 🏆 

Download your copy now at https://hubs.ly/Q030hc9Z0

#Technology #Innovation #2024Report #2025Trends #BusinessTrends",,0,"01/08/2025 08:00",N/A,https://www.facebook.com/impactmybiz/posts/pfbid0gF3DcXt14iXZmT7a8ZQuhci7CcUnKRkozKEZAKcrLCkSnetQ9piTtyRwyU2mozVBl,0,0,Photos,,,,,Lifetime,924,426,6,5,0,1,5,5,,,,,,,
1022383933243988,100064171711579,"Impact Networking","Ever dreamed of seeing your product or service come to life on TV? Check out Impact Studios! 🤩 Home to our very own video production studio, where our clients are given a Hollywood treatment. 😎 Want to see the magic they can do? Head to https://www.","Ever dreamed of seeing your product or service come to life on TV?  

Check out Impact Studios! 🤩 Home to our very own video production studio, where our clients are given a Hollywood treatment. 😎 

Want to see the magic they can do? Head to https://bit.ly/4h1QXJF to check it out.  

#VideoProduction #ImpactMyBiz #VirtualProduction #Media #Commercial",56,"01/03/2025 14:07",N/A,https://www.facebook.com/impactmybiz/videos/1149083526566036/,0,0,Videos,,,,,Lifetime,723,347,16,13,0,3,6,6,,,3758.534,6.202,0,0,0
